ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,WALS_code,Genus,Family,Area,Continent,Macrocontinent,Macrocontinent_SplitOldWorld,Circumpacific,Source,Source_prose
ndei1235,Kombai,Papunesia,-5.58333,140.0,ndei1235,tyn,kmb,Awju-Dumut,Trans-New Guinea,S_New_Guinea,NG_&_Oceania,pac,pac,yes,Vries1993,de Vries 1993
komb1272,Kombio,Papunesia,-3.5,142.75,komb1272,xbi,xbi,Kombio-Arapesh,Torricelli,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,Farr1992,Farr 1992
komi1268,Komi-Zyrian,Eurasia,65.0,55.0,komi1268,kpv,kzy,Permic,Uralic,Inner_Asia,NC_Asia,ow,eur,no,Hausenberg1998;Havas2008;Nichols1992,"Havas 2008, Hausenberg 1998, Nichols 1992"
komo1258,Komo,Africa,8.75,33.75,komo1258,xom,kom,Koman,Nilo-Saharan,Greater_Abyssinia,Africa,ow,afr,no,Tucker1966[362-367],Tucker and Bryan 1966: 362-367
koon1244,Kongo,Africa,-5.0,15.0,koon1244,kng,kon,Bantoid,Niger-Congo,S_Africa,Africa,ow,afr,no,"Bentley1887[578, 620];Comrie2013","Bentley 1887: 578, 620, Comrie 2005"
kore1280,Korean,Eurasia,37.5,128.0,kore1280,kor,kor,Korean,Korean,N_Coast_Asia,NC_Asia,ow,eur,yes,Comrie2013;Kwon2008,"Kwon & Zribi-Hertz 2008, Comrie 2005"
kore1283,Koreguaje,South America,1.0,-75.5,kore1283,coe,kje,Tucanoan,Tucanoan,NE_South_America,S_America,nw,nw,yes,"Cook1993[47, 48]","Cook and Criswell 1993: 47, 48"
kork1243,Korku,Eurasia,22.5,78.5,kork1243,kfq,kku,Munda,Austro-Asiatic,Indic,S_&_SE_Asia,ow,eur,no,Nagaraja1999,Nagaraja 1999
koro1298,Koromfe,Africa,14.25,-0.91667,koro1298,kfz,kfe,Gur,Niger-Congo,African_Savannah,Africa,ow,afr,no,"Rennison1997[149-152, 284]","Rennison 1997: 149-152, 284"
kota1263,Kota,Eurasia,11.5,77.16667,kota1263,kfe,kot,Southern Dravidian,Dravidian,Indic,S_&_SE_Asia,ow,eur,no,"Krishnamurti2003[218, 228];Nichols1992","Krishnamurti 2003: 218, 228, Nichols 1992"
koyr1240,Koyra Chiini,Africa,17.0,-3.0,koyr1240,khq,kch,Songhay,Nilo-Saharan,African_Savannah,Africa,ow,afr,no,Heath1999a,Heath 1999a
koyr1242,Koyraboro Senni,Africa,16.0,0.0,koyr1242,ses,kse,Songhay,Nilo-Saharan,African_Savannah,Africa,ow,afr,no,"Heath1999b[79, 212]","Heath 1999b: 79, 212"
libe1247,Kpelle,Africa,7.0,-10.0,libe1247,xpe,kpe,Western Mande,Niger-Congo,African_Savannah,Africa,ow,afr,no,"Westermann1969[10, 14]","Westermann 1969: 10, 14"
ikpo1238,Kposo,Africa,7.5,0.83333,ikpo1238,kpo,kpo,Kwa,Niger-Congo,African_Savannah,Africa,ow,afr,no,Creissels2005,Creissels 2005
gbay1288,Kresh,Africa,8.5,24.5,gbay1288,krs,kre,Kresh,Nilo-Saharan,African_Savannah,Africa,ow,afr,no,"Santandrea1976[136, 141, 147, 148, 152, 100]","Santandrea 1976: 136, 141, 147, 148, 152, 100"
kron1241,Krongo,Africa,10.5,30.0,kron1241,kgo,kro,Kadugli,Kadugli,African_Savannah,Africa,ow,afr,no,Reh1983,Reh 1983
kuma1280,Kuman,Papunesia,-5.91667,145.0,kuma1280,kue,kmn,Chimbu,Trans-New Guinea,Interior_New_Guinea,NG_&_Oceania,pac,pac,yes,Trefry1969[51-],Trefry 1969: 51-
bord1248,Kuna,South America,8.0,-77.33333,bord1248,kvn,kun,Kuna,Chibchan,Andean,S_America,nw,nw,yes,Adelaar2004[61-66],Adelaar 2004: 61-66
kuna1268,Kunama,Africa,14.5,37.0,kuna1268,kun,knm,Kunama,Nilo-Saharan,Greater_Abyssinia,Africa,ow,afr,no,Comrie2013;Konig2008a;Thompson1983,"Thompson 1983, König 2008a, Comrie 2005"
kuni1267,Kunimaipa,Papunesia,-8.0,146.83333,kuni1267,kup,kmp,Goilalan,Trans-New Guinea,S_New_Guinea,NG_&_Oceania,pac,pac,yes,"Geary1977[23, 74]","Geary 1977: 23, 74"
kuot1243,Kuot,Papunesia,-3.05,151.5,kuot1243,kto,kuo,Kuot,Kuot,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,Lindstroem2002,Lindström 2002
nort2641,Kurdish (Central),Eurasia,36.0,44.0,nort2641,kmr,krd,Iranian,Indo-European,Greater_Mesopotamia,W_&_SW_Eurasia,ow,eur,no,Haig2004,Haig 2004
kusu1250,Kusunda,Eurasia,28.0,84.66667,kusu1250,kgg,kus,Kusunda,Kusunda,Indic,S_&_SE_Asia,ow,eur,no,Watters2006,Watters 2006
kute1249,Kutenai,North America,49.5,-116.0,kute1249,kut,kut,Kutenai,Kutenai,Basin_and_Plains,E_N_America,nw,nw,yes,"Dryer1996[13-15, 23]","Dryer 1996: 13-15, 23"
kwai1243,Kwaio,Papunesia,-8.95,161.0,kwai1243,kwd,kwa,Oceanic,Austronesian,Oceania,NG_&_Oceania,pac,pac,yes,Keesing1985[117-],Keesing 1985: 117-
kwak1269,Kwakw'ala,North America,51.0,-127.0,kwak1269,kwk,kwk,Northern Wakashan,Wakashan,Alaska-Oregon,W_N_America,nw,nw,yes,Anderson1992[18-37],Anderson 1992: 18-37
kwam1252,Kwamera,Papunesia,-19.58333,169.41667,kwam1252,tnk,kwr,Oceanic,Austronesian,Oceania,NG_&_Oceania,pac,pac,yes,"Lindstrom1994[7, 9, 10, 20, 21]","Lindstrom and Lynch 1994: 7, 9, 10, 20, 21"
kwar1239,Kwara'Ae,Papunesia,-8.76,160.8,kwar1239,kwf,,Oceanic,Austronesian,Oceania,NG_&_Oceania,pac,pac,yes,"Ivens1931[685, 686, 691]","Ivens 1931: 685, 686, 691"
kwaz1243,Kwazá,South America,-12.58333,-60.66667,kwaz1243,xwa,kwz,Kwaza,Kwaza,NE_South_America,S_America,nw,nw,yes,Aikhenvald1999[363],Aikhenvald and Dixon 1999: 363
nucl1595,Kwerba,Papunesia,-2.25,138.5,nucl1595,kwe,kwb,Kwerba,Kwerba,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,"DeVries1997[4-6, 17-26]","De Vries and De Vries 1997: 4-6, 17-26"
kwom1262,Kwoma,Papunesia,-4.16667,142.75,kwom1262,kmo,kwo,Middle Sepik,Sepik,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,Kooyers1974[31],Kooyers 1974: 31
nucl1593,Kwomtari,Papunesia,-3.5,141.5,nucl1593,kwo,kwt,Kwomtari,Kwomtari-Baibai,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,"Honsberger2008[14, 90-92]","Honsberger et al. 2008: 14, 90-92"
laal1242,Laal,Africa,10.0,17.66667,laal1242,gdm,laa,Laal,Laal,African_Savannah,Africa,ow,afr,no,"Boyeldieu1982[144-145, 150-152, 168-169]","Boyeldieu 1982: 144-145, 150-152, 168-169"
lach1248,Lachi,Eurasia,22.66667,104.83333,lach1248,lbt,lch,Kadai,Tai-Kadai,Southeast_Asia,S_&_SE_Asia,ow,eur,no,"Kosaka2000[76, 111]","Kosaka 2000: 76, 111"
lada1244,Ladakhi,Eurasia,34.0,78.0,lada1244,lbj,lad,Bodic,Sino-Tibetan,Indic,S_&_SE_Asia,ow,eur,no,Comrie2013;Koshal1979[64-80];LaPolla1994,"LaPolla 1994, Koshal 1979: 64-80, Comrie 2005"
lafo1243,Lafofa,Africa,10.25,31.25,lafo1243,laf,laf,Tegem,Niger-Congo,African_Savannah,Africa,ow,afr,no,"Tucker1966[279, 287]","Tucker and Bryan 1966: 279, 287"
lahu1253,Lahu,Eurasia,20.0,98.16667,lahu1253,lhu,lah,Burmese-Lolo,Sino-Tibetan,Southeast_Asia,S_&_SE_Asia,ow,eur,no,LaPolla1994;Matisoff2003b,"Matisoff 2003b, LaPolla 1994"
haka1240,Lai,Eurasia,22.66667,93.66667,haka1240,cnh,lai,Kuki-Chin,Sino-Tibetan,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Peterson2003,Peterson 2003
lakk1252,Lak,Eurasia,42.16667,47.16667,lakk1252,lbe,lak,Lak-Dargwa,Nakh-Daghestanian,Greater_Mesopotamia,W_&_SW_Eurasia,ow,eur,no,Comrie2013;Friedman1984;vandenBerg2005,"van den Berg 2005, Comrie 2005, Friedman 1984"
lako1247,Lakhota,North America,43.83333,-101.83333,lako1247,lkt,lkt,Siouan,Siouan,Basin_and_Plains,E_N_America,nw,nw,yes,Valin1977[3],Van Valin 1977: 3
xish1235,Lalo,Eurasia,25.0,100.25,xish1235,ywt,lal,Burmese-Lolo,Sino-Tibetan,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Bjorverud1998[126-127],Björverud 1998: 126-127
lang1324,Lango,Africa,2.16667,33.0,lang1324,laj,lan,Nilotic,Nilo-Saharan,S_Africa,Africa,ow,afr,no,Noonan1992,Noonan 1992
laoo1244,Lao,Eurasia,18.0,103.0,laoo1244,lao,lao,Kam-Tai,Tai-Kadai,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Enfield2007,Enfield 2007
lara1258,Laragia,Australia,-12.66667,130.83333,lara1258,lrg,lar,Laragiyan,Australian,N_Australia,Australia,pac,pac,yes,"Capell1984[65, 80-84]","Capell 1984: 65, 80-84"
latv1249,Latvian,Eurasia,57.0,24.0,latv1249,lav,lat,Baltic,Indo-European,Inner_Asia,NC_Asia,ow,eur,no,Comrie2013;Nau1998[23-25],"Comrie 2005, Nau 1998: 23-25"
lavu1241,Lavukaleve,Papunesia,-9.08333,159.2,lavu1241,lvk,lav,Lavukaleve,Solomons East Papuan,Oceania,NG_&_Oceania,pac,pac,yes,Terrill2003,Terrill 2003
lele1276,Lele,Africa,9.08333,15.58333,lele1276,lln,lel,East Chadic,Afro-Asiatic,African_Savannah,Africa,ow,afr,no,Frajzyngier2001[100-110],Frajzyngier 2001: 100-110
lepc1244,Lepcha,Eurasia,27.16667,88.5,lepc1244,lep,lep,Lepcha,Sino-Tibetan,Indic,S_&_SE_Asia,ow,eur,no,Comrie2013;Mainwaring1876[120];Plaisier2003,"Mainwaring 1876: 120, Plaisier 2003, Comrie 2005"
leti1246,Leti,Papunesia,-8.2,127.66667,leti1246,lti,let,Central Malayo-Polynesian,Austronesian,Oceania,NG_&_Oceania,pac,pac,yes,vanEngelenhoven2006,van Engelenhoven and Cailoru 2006
lezg1247,Lezgian,Eurasia,41.66667,47.83333,lezg1247,lez,lez,Lezgic,Nakh-Daghestanian,Greater_Mesopotamia,W_&_SW_Eurasia,ow,eur,no,Comrie2013;Haspelmath1993[84],"Haspelmath 1993: 84, Comrie 2005"
ligb1244,Ligbi,Africa,7.94,-2.56,ligb1244,lig,,Western Mande,Niger-Congo,African_Savannah,Africa,ow,afr,no,Persson1980[35-37],Persson and Persson 1980: 35-37
nucl1327,Limilngan,Australia,-12.5,131.91667,nucl1327,lmc,lml,Limilngan,Australian,N_Australia,Australia,pac,pac,yes,Dixon2002,Dixon 2002
ling1263,Lingala,Africa,2.0,18.5,ling1263,lin,lin,Bantoid,Niger-Congo,S_Africa,Africa,ow,afr,no,"Meeuwis1998[26-27, 39, passim]","Meeuwis 1998: 26-27, 39, passim"
lisu1250,Lisu,Eurasia,26.0,98.0,lisu1250,lis,lis,Burmese-Lolo,Sino-Tibetan,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Bradley2003[226-227];LaPolla1994,"LaPolla 1994, Bradley 2003: 226-227"
lith1251,Lithuanian,Eurasia,55.0,24.0,lith1251,lit,lit,Baltic,Indo-European,Inner_Asia,NC_Asia,ow,eur,no,Dambriunas1972[30-31],"Dambriunas, Klimas and Schamlstieg 1972: 30-31"
loka1252,Lokaa,Africa,5.91,8.09,loka1252,yaz,,Cross River,Niger-Congo,African_Savannah,Africa,ow,afr,no,Baker2005,Baker 2005
lolo1259,Lolopo,Eurasia,25.5,101.3,lolo1259,ycl,,Burmese-Lolo,Sino-Tibetan,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Gerner2008,Gerner 2008
lugb1240,Lugbara,Africa,3.08333,30.91667,lugb1240,lgg,lug,Moru-Ma'di,Nilo-Saharan,S_Africa,Africa,ow,afr,no,Crazzolara1960[75],Crazzolara 1960: 75
luis1253,Luiseño,North America,33.33333,-117.16667,luis1253,lui,lui,Takic,Uto-Aztecan,California,W_N_America,nw,nw,yes,"Elliott1999[17-20, 25-26];Grune1997;Nichols1992","Elliott 1999: 17-20, 25-26, Grune 1997, Nichols 1992"
lund1266,Lunda,Africa,-10.66667,24.0,lund1266,lun,lbu,Bantoid,Niger-Congo,S_Africa,Africa,ow,afr,no,Kawasha2002;Kawasha2003,"Kawasha 2003, Kawasha 2002"
luok1236,Luo,Africa,-0.5,34.75,luok1236,luo,luo,Nilotic,Nilo-Saharan,S_Africa,Africa,ow,afr,no,Stafford1967[1-5],Stafford 1967: 1-5
luva1239,Luvale,Africa,-12.0,22.0,luva1239,lue,luv,Bantoid,Niger-Congo,S_Africa,Africa,ow,afr,no,"Horton1949[20, 21]","Horton 1949: 20, 21"
masa1300,Maasai,Africa,-3.0,36.0,masa1300,mas,maa,Nilotic,Nilo-Saharan,S_Africa,Africa,ow,afr,no,Lamoureaux2004;Nichols1992;Payne2004,"Nichols 1992, Lamoureaux 2004, Payne 2004"
maba1277,Maba,Africa,13.75,20.83333,maba1277,mde,mab,Maban,Nilo-Saharan,African_Savannah,Africa,ow,afr,no,"Konig2008a[90, 91, 235];Tucker1966[199, 202]","König 2008a: 90, 91, 235, Tucker and Bryan 1966: 199, 202"
mace1250,Macedonian,Eurasia,41.66667,21.75,mace1250,mkd,mcd,Slavic,Indo-European,Europe,W_&_SW_Eurasia,ow,eur,no,Wahlstrom2015,Wahlström 2015
macu1260,Macuna,South America,-0.33333,-70.16667,macu1260,myy,mcn,Tucanoan,Tucanoan,NE_South_America,S_America,nw,nw,yes,Smothermon1995[31-],Smothermon et al. 1995: 31-
macu1259,Macushi,South America,4.0,-60.0,macu1259,mbc,mac,Cariban,Cariban,NE_South_America,S_America,nw,nw,yes,Abbott1991[83],Abbott 1991: 83
madi1260,Ma'di,Africa,3.25,31.5,madi1260,mhi,mad,Moru-Ma'di,Nilo-Saharan,S_Africa,Africa,ow,afr,no,Tucker1966[42],Tucker and Bryan 1966: 42
mail1248,Magi,Papunesia,-10.33333,149.33333,mail1248,mgu,mgi,Mailuan,Trans-New Guinea,S_New_Guinea,NG_&_Oceania,pac,pac,yes,"Saville1912;Thompson1975[54, 59]","Thompson 1975: 54, 59, Saville 1912"
nort2952,Maidu (Northeast),North America,40.0,-120.66667,nort2952,nmu,mne,Maiduan,Penutian,Basin_and_Plains,W_N_America,nw,nw,yes,"Nichols1992;WilliamShipley1964[16, 18, 29-30]","Nichols 1992, Shipley 1964: 16, 18, 29-30"
nucl1594,Mairasi,Papunesia,-3.5,134.0,nucl1594,zrs,mrs,Mairasi-Tanahmerah,Trans-New Guinea,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,Peckham1982,Peckham 1982
maka1318,Makah,North America,48.33333,-124.66667,maka1318,myh,mak,Southern Wakashan,Wakashan,Alaska-Oregon,W_N_America,nw,nw,yes,"Davidson2002[109-, 258-, 312]","Davidson 2002: 109-, 258-, 312"
maka1316,Makasae,Papunesia,-8.66667,126.5,maka1316,mkz,mkj,Makasae-Fataluku-Oirata,Timor-Alor-Pantar,Oceania,NG_&_Oceania,pac,pac,yes,Huber2008[60],Huber 2008: 60
makl1246,Maklew,Papunesia,-7.66667,139.41667,makl1246,mgf,mkl,Bulaka River,Bulaka River,S_New_Guinea,NG_&_Oceania,pac,pac,yes,"Boelaars1950[20, 23]","Boelaars 1950: 20, 23"
makh1264,Makua,Africa,-15.0,38.66667,makh1264,mgh,mua,Bantoid,Niger-Congo,S_Africa,Africa,ow,afr,no,vanderWal2009[39-86],van der Wal 2009: 39-86
plat1254,Malagasy,Africa,-20.0,47.0,plat1254,plt,mal,Barito,Austronesian,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Comrie2013;Rasolfo2006[164-165],"Rasolfo 2006: 164-165, Comrie 2005"
mull1237,Malakmalak,Australia,-13.41667,130.41667,mull1237,mpb,mlk,Northern Daly,Australian,N_Australia,Australia,pac,pac,yes,Birk1976,Birk 1976
mala1464,Malayalam,Eurasia,10.0,76.5,mala1464,mal,mym,Southern Dravidian,Dravidian,Indic,S_&_SE_Asia,ow,eur,no,"Andronov1996;Krishnamurti2003[227, 426, 432]","Krishnamurti 2003: 227, 426, 432, Andronov 1996"
male1282,Maleng,Eurasia,17.91,105.53,male1282,pkt,,Viet-Muong,Austro-Asiatic,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Enfield2009,Enfield and Diffloth 2009
mali1284,Mali,Papunesia,-4.83333,152.25,mali1284,gcc,mli,Baining,Baining-Taulil,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,Stebbins2009,Stebbins 2009
malt1254,Maltese,Eurasia,35.91667,14.41667,malt1254,mlt,mlt,Semitic,Afro-Asiatic,Europe,W_&_SW_Eurasia,ow,afr,no,Aquilina1959;Sutcliffe1936[50-51],"Aquilina 1959, Sutcliffe 1936: 50-51"
mamc1234,Mam,North America,15.0,-91.83333,mamc1234,mvc,mam,Mayan,Mayan,Mesoamerica,C_America,nw,nw,yes,England1983,England 1983
mamv1243,Mamvu,Africa,3.25,29.0,mamv1243,mdi,mmv,Mangbutu-Efe,Nilo-Saharan,S_Africa,Africa,ow,afr,no,"Vorbichler1971[227, 228, 323-]","Vorbichler 1971: 227, 228, 323-"
mala1481,Manadonese,Papunesia,1.5,124.83333,mala1481,xmm,mds,Malayo-Sumbawan,Austronesian,Oceania,NG_&_Oceania,ow,eur,no,Wantalangi1993,Wantalangi 1993
mana1295,Manam,Papunesia,-4.0,145.0,mana1295,mva,mnm,Oceanic,Austronesian,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,Turner1986,Turner 1986
manc1252,Manchu,Eurasia,49.5,127.5,manc1252,mnc,mnc,Tungusic,Altaic,Inner_Asia,NC_Asia,ow,eur,yes,Bossong1991[161];Moellendorff1892,"Bossong 1991: 161, Moellendorff 1892"
mand1446,Mandan,North America,46.5,-102.5,mand1446,mhq,mdn,Siouan,Siouan,Basin_and_Plains,E_N_America,nw,nw,yes,"Mixco1997[15-, 20, 40]","Mixco 1997: 15-, 20, 40"
mand1415,Mandarin,Eurasia,34.0,110.0,mand1415,cmn,mnd,Chinese,Sino-Tibetan,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Li1981,Li and Thompson 1981
mand1436,Mandinka,Africa,13.0,-15.66667,mand1436,mnk,mdk,Western Mande,Niger-Congo,African_Savannah,Africa,ow,afr,no,Colley1995[29],Colley 1995: 29
mang1381,Mangarrayi,Australia,-14.66667,133.5,mang1381,mpc,myi,Mangarrayi,Australian,N_Australia,Australia,pac,pac,yes,Comrie2013;Fauconnier2011;Merlan1989,"Merlan 1989, Fauconnier 2011, Comrie 2005"
mang1394,Mangbetu,Africa,2.5,26.5,mang1394,mdj,mbt,Mangbetu,Nilo-Saharan,S_Africa,Africa,ow,afr,no,"Larochette1958[24, 69, 123, 81, 83, 84]","Larochette 1958: 24, 69, 123, 81, 83, 84"
west2500,Maninka (Western),Africa,13.0,-11.0,west2500,mlq,maw,Western Mande,Niger-Congo,African_Savannah,Africa,ow,afr,no,"Hoover2000[11, 12, 17]","Hoover 2000: 11, 12, 17"
mans1258,Mansi,Eurasia,62.0,62.0,mans1258,mns,mns,Ugric,Uralic,Inner_Asia,NC_Asia,ow,eur,no,Comrie1981[126];Havas2008,"Havas 2008, Comrie 1981: 126"
maor1246,Maori,Papunesia,-40.0,176.0,maor1246,mri,mao,Oceanic,Austronesian,Oceania,NG_&_Oceania,pac,pac,yes,Comrie2013;Pucilowski2006[12],"Pucilowski 2006: 12, Comrie 2005"
mapu1245,Mapudungun,South America,-38.0,-72.0,mapu1245,arn,map,Araucanian,Araucanian,Andean,S_America,nw,nw,yes,"Zuniga2000[16, 20-25]","Zúñiga 2000: 16, 20-25"
mara1386,Maranungku,Australia,-13.66667,130.0,mara1386,zmr,mku,Western Daly,Australian,N_Australia,Australia,pac,pac,yes,"Tryon1970[17-19, 48-49]","Tryon 1970: 17-19, 48-49"
mara1396,Mararit,Africa,14.09,21.64,mara1396,mgb,,Taman,Nilo-Saharan,African_Savannah,Africa,ow,afr,no,Konig2008a[90];Tucker1966[211],"König 2008a: 90, Tucker and Bryan 1966: 211"
mara1378,Marathi,Eurasia,19.0,76.0,mara1378,mar,mhi,Indic,Indo-European,Indic,S_&_SE_Asia,ow,eur,no,Comrie2013;Joshi1993;Pandharipande1997[283-292],"Joshi 1993, Pandharipande 1997: 283-292, Comrie 2005"
marg1265,Margi,Africa,11.0,13.0,marg1265,mrt,mrg,Biu-Mandara,Afro-Asiatic,African_Savannah,Africa,ow,afr,no,"Hoffmann1963[46, 166]","Hoffmann 1963: 46, 166"
east2328,Mari (Meadow),Eurasia,57.0,48.0,east2328,mhr,mme,Mari,Uralic,Inner_Asia,NC_Asia,ow,eur,no,Havas2008,Havas 2008
mari1440,Maricopa,North America,33.16667,-113.16667,mari1440,mrc,mar,Yuman,Hokan,Basin_and_Plains,E_N_America,nw,nw,yes,Comrie2013;Gordon1986,"Gordon 1986, Comrie 2005"
nucl1622,Marind,Papunesia,-7.83333,140.16667,nucl1622,mrz,mrd,Marind Proper,Marind,S_New_Guinea,NG_&_Oceania,pac,pac,yes,Boelaars1950[3],Boelaars 1950: 3
mari1424,Marrithiyel,Australia,-13.83333,130.0,mari1424,mfr,mrh,Western Daly,Australian,N_Australia,Australia,pac,pac,yes,"Green1989[49-53, 74-88]","Green 1989: 49-53, 74-88"
mart1255,Martuthunira,Australia,-20.83333,116.5,mart1255,vma,mrt,Pama-Nyungan,Australian,S_Australia,Australia,pac,pac,yes,Comrie2013;Dench1994[63-],"Dench 1994: 63-, Comrie 2005"
masa1322,Masa,Africa,10.5,15.5,masa1322,mcn,mas,Masa,Afro-Asiatic,African_Savannah,Africa,ow,afr,no,Caitucoli1986,Caitucoli 1986
ngil1242,Masakin,Africa,10.66667,30.0,ngil1242,jle,msk,Talodi Proper,Niger-Congo,African_Savannah,Africa,ow,afr,no,Tucker1966[284],Tucker and Bryan 1966: 284
nucl1440,Masalit,Africa,13.33333,22.0,nucl1440,mls,msl,Maban,Nilo-Saharan,African_Savannah,Africa,ow,afr,no,"Edgar1989a[99-110, 52, 64];Konig2008a[65]","Edgar 1989a: 99-110, 52, 64, König 2008a: 65"
mass1263,Massep,Papunesia,-1.75,138.29,mass1263,mvs,,Kwerba,Kwerba,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,Clouse2002[6],"Clouse, Donohue and Ma 2002: 6"
maun1240,Maung,Australia,-11.91667,133.5,maun1240,mph,mau,Iwaidjan,Australian,N_Australia,Australia,pac,pac,yes,Capell1970,Capell and Hinch 1970
maxa1247,Maxakalí,South America,-18.0,-40.0,maxa1247,mbl,max,Maxakalí,Macro-Ge,SE_South_America,S_America,nw,nw,yes,"Popovich2005[iv, vi]","Popovich and Popovich 2005: iv, vi"
maya1285,Sumu,North America,14.13,-84.34,maya1285,yan,,Misumalpan,Misumalpan,Mesoamerica,C_America,nw,nw,yes,"BenedictoHale2000;Conzemius1929[83-, 88, 106]","Conzemius 1929: 83-, 88, 106, Benedicto & Hale 2000"
maib1239,Maybrat,Papunesia,-1.33333,132.5,maib1239,ayz,may,North-Central Bird's Head,West Papuan,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,Dol1999,Dol 1999
chiq1250,Mazatec (Chiquihuitlán),North America,17.75,-96.91667,chiq1250,maq,mzc,Popolocan,Oto-Manguean,Mesoamerica,C_America,nw,nw,yes,Jamieson1976;JamiesonCapen1996,"Jamieson 1976, Jamieson Capen 1996"
huau1238,Mazatec (Huautla),North America,18.25,-96.83333,huau1238,mau,mzh,Popolocan,Oto-Manguean,Mesoamerica,C_America,nw,nw,yes,Pike1967,Pike 1967
gbay1281,Mbodomo,Africa,4.5,15.5,gbay1281,gmm,mdo,Gbaya-Manza-Ngbaka,Niger-Congo,African_Savannah,Africa,ow,afr,no,Boyd1997,Boyd 1997
mbum1254,Mbum,Africa,7.75,13.16667,mbum1254,mdd,mbm,Adamawa,Niger-Congo,African_Savannah,Africa,ow,afr,no,"Hagege1970[90, 296]","Hagège 1970: 90, 296"
mani1292,Meithei,Eurasia,24.75,94.0,mani1292,mni,mei,Kuki-Chin,Sino-Tibetan,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Chelliah1997[107-109];Comrie2013,"Chelliah 1997: 107-109, Comrie 2005"
saki1248,Mekens,South America,-12.5,-61.5,saki1248,skf,mek,Tupari,Tupian,NE_South_America,S_America,nw,nw,yes,Galucio2002[52-54],Galucio 2002: 52-54
mend1266,Mende,Africa,7.83333,-11.5,mend1266,men,mde,Western Mande,Niger-Congo,African_Savannah,Africa,ow,afr,no,"Innes1962[31-33, 122, 131-132]","Innes 1962: 31-33, 122, 131-132"
meri1244,Meryam Mir,Papunesia,-9.91667,144.08333,meri1244,ulk,mer,Western Fly,Western Fly,N_Australia,Australia,pac,pac,yes,"Piper1989[31, 32, 45, 127, 130]","Piper 1989: 31, 32, 45, 127, 130"
meya1236,Meyah,Papunesia,-1.16667,133.5,meya1236,mej,mea,East Bird's Head,East Bird's Head,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,Gravelle2002,Gravelle 2002
iumi1238,Mien,Eurasia,25.0,111.0,iumi1238,ium,mie,Hmong-Mien,Hmong-Mien,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Court1985[133],Court 1985: 133
tama1331-miisiirii,Miisiirii,Africa,13.5,22.0,tama1331,tma,mii,Taman,Nilo-Saharan,African_Savannah,Africa,ow,afr,no,Tucker1966[211],Tucker and Bryan 1966: 211
karb1241,Mikir,Eurasia,26.33333,93.5,karb1241,mjw,mik,Kuki-Chin,Sino-Tibetan,Indic,S_&_SE_Asia,ow,eur,no,LaPolla1994,LaPolla 1994
mina1268,Minangkabau,Papunesia,-1.0,101.0,mina1268,min,min,Malayo-Sumbawan,Austronesian,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Gil2008,Gil 2008
misk1235,Miskito,North America,14.0,-83.66667,misk1235,miq,mis,Misumalpan,Misumalpan,Mesoamerica,C_America,nw,nw,yes,"Conzemius1929[83-, 88, 106]","Conzemius 1929: 83-, 88, 106"
sout2985,Miwok (Southern Sierra),North America,37.5,-120.0,sout2985,skd,mss,Miwok,Penutian,California,W_N_America,nw,nw,yes,Broadbent1964[49-54];Comrie2013,"Broadbent 1964: 49-54, Comrie 2005"
isth1238,Mixe (Isthmus),North America,16.95,-95.07,isth1238,mir,,Mixe-Zoque,Mixe-Zoque,Mesoamerica,C_America,nw,nw,yes,Dieterman1995[10],Dieterman 1995: 10
alac1244,Mixtec (Alacatlatzala),North America,17.25,-98.58333,alac1244,mim,mxl,Mixtecan,Oto-Manguean,Mesoamerica,C_America,nw,nw,yes,Zylstra1991,Zylstra 1991
sanm1295,Mixtec (Chalcatongo),North America,17.05,-97.58333,sanm1295,mig,mxc,Mixtecan,Oto-Manguean,Mesoamerica,C_America,nw,nw,yes,Macaulay1996,"Macaulauy 1996: 73-74, 139-140"
diux1235,Mixtec (Diuxi-Tilantongo),North America,17.36,-97.39,diux1235,xtd,,Mixtecan,Oto-Manguean,Mesoamerica,C_America,nw,nw,yes,Kuiper1991[238],Kuiper and Oram 1991: 238
