ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source
achu1247-wordorderbinned5,achu1247,wordorderbinned5,SVO,wordorderbinned5-svo,,
achu1247-wordorderso,achu1247,wordorderso,yes,wordorderso-yes,,
achu1247-wordorderbinned7,achu1247,wordorderbinned7,SVO,wordorderbinned7-svo,,
achu1247-wordordersfirst,achu1247,wordordersfirst,yes,wordordersfirst-yes,,
achu1247-morphmarking,achu1247,morphmarking,yes,morphmarking-yes,,
achu1247-headmarking,achu1247,headmarking,yes,headmarking-yes,,
achu1247-dependentmarking,achu1247,dependentmarking,yes,dependentmarking-yes,,
west2632-wordorderbinned5,west2632,wordorderbinned5,nd,wordorderbinned5-nd,,
west2632-wordorderso,west2632,wordorderso,no,wordorderso-no,,
west2632-wordorderbinned7,west2632,wordorderbinned7,no dom.,wordorderbinned7-nodom,,
west2632-wordordersfirst,west2632,wordordersfirst,no,wordordersfirst-no,,
west2632-morphmarking,west2632,morphmarking,yes,morphmarking-yes,,
west2632-headmarking,west2632,headmarking,yes,headmarking-yes,,
west2632-dependentmarking,west2632,dependentmarking,no,dependentmarking-no,,
adan1251-wordorderbinned5,adan1251,wordorderbinned5,V3,wordorderbinned5-v3,,
adan1251-wordorderso,adan1251,wordorderso,yes,wordorderso-yes,,
adan1251-wordorderbinned7,adan1251,wordorderbinned7,SOV,wordorderbinned7-sov,,
adan1251-wordordersfirst,adan1251,wordordersfirst,yes,wordordersfirst-yes,,
adan1251-morphmarking,adan1251,morphmarking,yes,morphmarking-yes,,
adan1251-headmarking,adan1251,headmarking,yes,headmarking-yes,,
adan1251-dependentmarking,adan1251,dependentmarking,yes,dependentmarking-yes,,
adyg1241-wordorderbinned5,adyg1241,wordorderbinned5,V3,wordorderbinned5-v3,,
adyg1241-wordorderso,adyg1241,wordorderso,yes,wordorderso-yes,,
adyg1241-wordorderbinned7,adyg1241,wordorderbinned7,SOV,wordorderbinned7-sov,,
adyg1241-wordordersfirst,adyg1241,wordordersfirst,yes,wordordersfirst-yes,,
adyg1241-morphmarking,adyg1241,morphmarking,yes,morphmarking-yes,,
adyg1241-dependentmarking,adyg1241,dependentmarking,yes,dependentmarking-yes,,
aeky1238-wordorderbinned5,aeky1238,wordorderbinned5,V3,wordorderbinned5-v3,,
aeky1238-wordorderso,aeky1238,wordorderso,yes,wordorderso-yes,,
aeky1238-wordorderbinned7,aeky1238,wordorderbinned7,SOV,wordorderbinned7-sov,,
aeky1238-wordordersfirst,aeky1238,wordordersfirst,yes,wordordersfirst-yes,,
aeky1238-morphmarking,aeky1238,morphmarking,yes,morphmarking-yes,,
aeky1238-headmarking,aeky1238,headmarking,yes,headmarking-yes,,
afri1274-wordorderbinned5,afri1274,wordorderbinned5,SVO,wordorderbinned5-svo,,
afri1274-wordorderso,afri1274,wordorderso,yes,wordorderso-yes,,
afri1274-wordorderbinned7,afri1274,wordorderbinned7,SVO,wordorderbinned7-svo,,
afri1274-wordordersfirst,afri1274,wordordersfirst,yes,wordordersfirst-yes,,
afri1274-morphmarking,afri1274,morphmarking,no,morphmarking-no,,
afri1274-headmarking,afri1274,headmarking,no,headmarking-no,,
afri1274-dependentmarking,afri1274,dependentmarking,no,dependentmarking-no,,
agar1252-wordorderbinned5,agar1252,wordorderbinned5,V3,wordorderbinned5-v3,,
agar1252-wordorderso,agar1252,wordorderso,yes,wordorderso-yes,,
agar1252-wordorderbinned7,agar1252,wordorderbinned7,SOV,wordorderbinned7-sov,,
agar1252-wordordersfirst,agar1252,wordordersfirst,yes,wordordersfirst-yes,,
agar1252-morphmarking,agar1252,morphmarking,yes,morphmarking-yes,,
agar1252-headmarking,agar1252,headmarking,yes,headmarking-yes,,
agar1252-dependentmarking,agar1252,dependentmarking,yes,dependentmarking-yes,,
ainu1240-wordorderbinned5,ainu1240,wordorderbinned5,V3,wordorderbinned5-v3,,
ainu1240-wordorderso,ainu1240,wordorderso,yes,wordorderso-yes,,
ainu1240-wordorderbinned7,ainu1240,wordorderbinned7,SOV,wordorderbinned7-sov,,
ainu1240-wordordersfirst,ainu1240,wordordersfirst,yes,wordordersfirst-yes,,
ainu1240-morphmarking,ainu1240,morphmarking,yes,morphmarking-yes,,
ainu1240-headmarking,ainu1240,headmarking,yes,headmarking-yes,,
ainu1240-dependentmarking,ainu1240,dependentmarking,no,dependentmarking-no,,
ajas1235-wordorderbinned5,ajas1235,wordorderbinned5,SVO,wordorderbinned5-svo,,
ajas1235-wordorderso,ajas1235,wordorderso,yes,wordorderso-yes,,
ajas1235-wordorderbinned7,ajas1235,wordorderbinned7,SVO,wordorderbinned7-svo,,
ajas1235-wordordersfirst,ajas1235,wordordersfirst,yes,wordordersfirst-yes,,
ajas1235-morphmarking,ajas1235,morphmarking,yes,morphmarking-yes,,
ajas1235-headmarking,ajas1235,headmarking,yes,headmarking-yes,,
akan1250-wordorderbinned5,akan1250,wordorderbinned5,SVO,wordorderbinned5-svo,,
akan1250-wordorderso,akan1250,wordorderso,yes,wordorderso-yes,,
akan1250-wordorderbinned7,akan1250,wordorderbinned7,SVO,wordorderbinned7-svo,,
akan1250-wordordersfirst,akan1250,wordordersfirst,yes,wordordersfirst-yes,,
akan1250-morphmarking,akan1250,morphmarking,no,morphmarking-no,,
akan1250-headmarking,akan1250,headmarking,no,headmarking-no,,
akan1250-dependentmarking,akan1250,dependentmarking,no,dependentmarking-no,,
fant1241-wordorderbinned5,fant1241,wordorderbinned5,SVO,wordorderbinned5-svo,,
fant1241-wordorderso,fant1241,wordorderso,yes,wordorderso-yes,,
fant1241-wordorderbinned7,fant1241,wordorderbinned7,SVO,wordorderbinned7-svo,,
fant1241-wordordersfirst,fant1241,wordordersfirst,yes,wordordersfirst-yes,,
fant1241-morphmarking,fant1241,morphmarking,yes,morphmarking-yes,,
fant1241-headmarking,fant1241,headmarking,yes,headmarking-yes,,
fant1241-dependentmarking,fant1241,dependentmarking,no,dependentmarking-no,,
alam1246-wordorderbinned5,alam1246,wordorderbinned5,V3,wordorderbinned5-v3,,
alam1246-wordorderso,alam1246,wordorderso,yes,wordorderso-yes,,
alam1246-wordorderbinned7,alam1246,wordorderbinned7,SOV,wordorderbinned7-sov,,
alam1246-wordordersfirst,alam1246,wordordersfirst,yes,wordordersfirst-yes,,
alam1246-morphmarking,alam1246,morphmarking,yes,morphmarking-yes,,
alam1246-headmarking,alam1246,headmarking,yes,headmarking-yes,,
alam1246-dependentmarking,alam1246,dependentmarking,no,dependentmarking-no,,
alaw1244-wordorderbinned5,alaw1244,wordorderbinned5,nd,wordorderbinned5-nd,,
alaw1244-wordorderso,alaw1244,wordorderso,no,wordorderso-no,,
alaw1244-wordorderbinned7,alaw1244,wordorderbinned7,no dom.,wordorderbinned7-nodom,,
alaw1244-wordordersfirst,alaw1244,wordordersfirst,no,wordordersfirst-no,,
alaw1244-morphmarking,alaw1244,morphmarking,yes,morphmarking-yes,,
alaw1244-headmarking,alaw1244,headmarking,yes,headmarking-yes,,
alaw1244-dependentmarking,alaw1244,dependentmarking,yes,dependentmarking-yes,,
gheg1238-wordorderbinned5,gheg1238,wordorderbinned5,SVO,wordorderbinned5-svo,,
gheg1238-wordorderso,gheg1238,wordorderso,yes,wordorderso-yes,,
gheg1238-wordorderbinned7,gheg1238,wordorderbinned7,SVO,wordorderbinned7-svo,,
gheg1238-wordordersfirst,gheg1238,wordordersfirst,yes,wordordersfirst-yes,,
gheg1238-morphmarking,gheg1238,morphmarking,yes,morphmarking-yes,,
gheg1238-dependentmarking,gheg1238,dependentmarking,yes,dependentmarking-yes,,
aleu1260-wordorderbinned5,aleu1260,wordorderbinned5,V3,wordorderbinned5-v3,,
aleu1260-wordorderso,aleu1260,wordorderso,yes,wordorderso-yes,,
aleu1260-wordorderbinned7,aleu1260,wordorderbinned7,SOV,wordorderbinned7-sov,,
aleu1260-wordordersfirst,aleu1260,wordordersfirst,yes,wordordersfirst-yes,,
aleu1260-morphmarking,aleu1260,morphmarking,yes,morphmarking-yes,,
aleu1260-headmarking,aleu1260,headmarking,yes,headmarking-yes,,
alle1238-wordorderbinned5,alle1238,wordorderbinned5,V3,wordorderbinned5-v3,,
alle1238-wordorderso,alle1238,wordorderso,yes,wordorderso-yes,,
alle1238-wordorderbinned7,alle1238,wordorderbinned7,SOV,wordorderbinned7-sov,,
alle1238-wordordersfirst,alle1238,wordordersfirst,yes,wordordersfirst-yes,,
alle1238-morphmarking,alle1238,morphmarking,yes,morphmarking-yes,,
alle1238-headmarking,alle1238,headmarking,yes,headmarking-yes,,
alle1238-dependentmarking,alle1238,dependentmarking,yes,dependentmarking-yes,,
alse1251-wordorderbinned5,alse1251,wordorderbinned5,V1,wordorderbinned5-v1,,
alse1251-wordorderso,alse1251,wordorderso,no,wordorderso-no,,
alse1251-wordorderbinned7,alse1251,wordorderbinned7,no dom.,wordorderbinned7-nodom,,
alse1251-wordordersfirst,alse1251,wordordersfirst,no,wordordersfirst-no,,
alse1251-morphmarking,alse1251,morphmarking,yes,morphmarking-yes,,
alse1251-headmarking,alse1251,headmarking,yes,headmarking-yes,,
alse1251-dependentmarking,alse1251,dependentmarking,yes,dependentmarking-yes,,
alun1238-wordorderbinned5,alun1238,wordorderbinned5,SVO,wordorderbinned5-svo,,
alun1238-wordorderso,alun1238,wordorderso,yes,wordorderso-yes,,
alun1238-wordorderbinned7,alun1238,wordorderbinned7,SVO,wordorderbinned7-svo,,
alun1238-wordordersfirst,alun1238,wordordersfirst,yes,wordordersfirst-yes,,
alun1238-morphmarking,alun1238,morphmarking,yes,morphmarking-yes,,
alun1238-headmarking,alun1238,headmarking,yes,headmarking-yes,,
aman1265-wordorderbinned5,aman1265,wordorderbinned5,V3,wordorderbinned5-v3,,
aman1265-wordorderso,aman1265,wordorderso,yes,wordorderso-yes,,
aman1265-wordorderbinned7,aman1265,wordorderbinned7,SOV,wordorderbinned7-sov,,
aman1265-wordordersfirst,aman1265,wordordersfirst,yes,wordordersfirst-yes,,
aman1265-morphmarking,aman1265,morphmarking,yes,morphmarking-yes,,
aman1265-headmarking,aman1265,headmarking,yes,headmarking-yes,,
aman1265-dependentmarking,aman1265,dependentmarking,yes,dependentmarking-yes,,
ambu1247-wordorderbinned5,ambu1247,wordorderbinned5,V3,wordorderbinned5-v3,,
ambu1247-wordorderso,ambu1247,wordorderso,yes,wordorderso-yes,,
ambu1247-wordorderbinned7,ambu1247,wordorderbinned7,SOV,wordorderbinned7-sov,,
ambu1247-wordordersfirst,ambu1247,wordordersfirst,yes,wordordersfirst-yes,,
ambu1247-morphmarking,ambu1247,morphmarking,yes,morphmarking-yes,,
ambu1247-dependentmarking,ambu1247,dependentmarking,yes,dependentmarking-yes,,
amel1241-wordorderbinned5,amel1241,wordorderbinned5,V3,wordorderbinned5-v3,,
amel1241-wordorderso,amel1241,wordorderso,yes,wordorderso-yes,,
amel1241-wordorderbinned7,amel1241,wordorderbinned7,SOV,wordorderbinned7-sov,,
amel1241-wordordersfirst,amel1241,wordordersfirst,yes,wordordersfirst-yes,,
amel1241-morphmarking,amel1241,morphmarking,yes,morphmarking-yes,,
amel1241-headmarking,amel1241,headmarking,yes,headmarking-yes,,
amel1241-dependentmarking,amel1241,dependentmarking,no,dependentmarking-no,,
amha1245-wordorderbinned5,amha1245,wordorderbinned5,V3,wordorderbinned5-v3,,
amha1245-wordorderso,amha1245,wordorderso,yes,wordorderso-yes,,
amha1245-wordorderbinned7,amha1245,wordorderbinned7,SOV,wordorderbinned7-sov,,
amha1245-wordordersfirst,amha1245,wordordersfirst,yes,wordordersfirst-yes,,
amha1245-morphmarking,amha1245,morphmarking,yes,morphmarking-yes,,
amha1245-headmarking,amha1245,headmarking,yes,headmarking-yes,,
amha1245-dependentmarking,amha1245,dependentmarking,yes,dependentmarking-yes,,
amis1246-wordorderbinned5,amis1246,wordorderbinned5,V1,wordorderbinned5-v1,,
amis1246-wordorderso,amis1246,wordorderso,no,wordorderso-no,,
amis1246-wordorderbinned7,amis1246,wordorderbinned7,no dom.,wordorderbinned7-nodom,,
amis1246-wordordersfirst,amis1246,wordordersfirst,no,wordordersfirst-no,,
amis1246-morphmarking,amis1246,morphmarking,yes,morphmarking-yes,,
amis1246-dependentmarking,amis1246,dependentmarking,yes,dependentmarking-yes,,
guer1243-wordorderbinned5,guer1243,wordorderbinned5,V1,wordorderbinned5-v1,,
guer1243-wordorderso,guer1243,wordorderso,yes,wordorderso-yes,,
guer1243-wordorderbinned7,guer1243,wordorderbinned7,VSO,wordorderbinned7-vso,,
guer1243-wordordersfirst,guer1243,wordordersfirst,yes,wordordersfirst-yes,,
guer1243-morphmarking,guer1243,morphmarking,yes,morphmarking-yes,,
guer1243-headmarking,guer1243,headmarking,yes,headmarking-yes,,
guer1243-dependentmarking,guer1243,dependentmarking,no,dependentmarking-no,,
ando1256-wordorderbinned5,ando1256,wordorderbinned5,nd,wordorderbinned5-nd,,
ando1256-wordorderso,ando1256,wordorderso,no,wordorderso-no,,
ando1256-wordorderbinned7,ando1256,wordorderbinned7,no dom.,wordorderbinned7-nodom,,
ando1256-wordordersfirst,ando1256,wordordersfirst,no,wordordersfirst-no,,
ando1256-morphmarking,ando1256,morphmarking,yes,morphmarking-yes,,
ando1256-headmarking,ando1256,headmarking,yes,headmarking-yes,,
anem1249-wordorderbinned5,anem1249,wordorderbinned5,SVO,wordorderbinned5-svo,,
anem1249-wordorderso,anem1249,wordorderso,yes,wordorderso-yes,,
anem1249-wordorderbinned7,anem1249,wordorderbinned7,SVO,wordorderbinned7-svo,,
anem1249-wordordersfirst,anem1249,wordordersfirst,yes,wordordersfirst-yes,,
anem1249-morphmarking,anem1249,morphmarking,yes,morphmarking-yes,,
anem1249-headmarking,anem1249,headmarking,yes,headmarking-yes,,
ango1254-wordorderbinned5,ango1254,wordorderbinned5,V3,wordorderbinned5-v3,,
ango1254-wordorderso,ango1254,wordorderso,yes,wordorderso-yes,,
ango1254-wordorderbinned7,ango1254,wordorderbinned7,SOV,wordorderbinned7-sov,,
ango1254-wordordersfirst,ango1254,wordordersfirst,yes,wordordersfirst-yes,,
ango1254-morphmarking,ango1254,morphmarking,yes,morphmarking-yes,,
ango1254-headmarking,ango1254,headmarking,yes,headmarking-yes,,
ango1254-dependentmarking,ango1254,dependentmarking,no,dependentmarking-no,,
anin1240-wordorderbinned5,anin1240,wordorderbinned5,nd,wordorderbinned5-nd,,
anin1240-wordorderso,anin1240,wordorderso,no,wordorderso-no,,
anin1240-wordorderbinned7,anin1240,wordorderbinned7,no dom.,wordorderbinned7-nodom,,
anin1240-wordordersfirst,anin1240,wordordersfirst,no,wordordersfirst-no,,
anin1240-morphmarking,anin1240,morphmarking,yes,morphmarking-yes,,
anin1240-headmarking,anin1240,headmarking,yes,headmarking-yes,,
anin1240-dependentmarking,anin1240,dependentmarking,no,dependentmarking-no,,
ansu1237-wordorderbinned5,ansu1237,wordorderbinned5,SVO,wordorderbinned5-svo,,
ansu1237-wordorderso,ansu1237,wordorderso,yes,wordorderso-yes,,
ansu1237-wordorderbinned7,ansu1237,wordorderbinned7,SVO,wordorderbinned7-svo,,
ansu1237-wordordersfirst,ansu1237,wordordersfirst,yes,wordordersfirst-yes,,
ansu1237-morphmarking,ansu1237,morphmarking,yes,morphmarking-yes,,
ansu1237-headmarking,ansu1237,headmarking,yes,headmarking-yes,,
apur1254-wordorderbinned5,apur1254,wordorderbinned5,SVO,wordorderbinned5-svo,,
apur1254-wordorderso,apur1254,wordorderso,yes,wordorderso-yes,,
apur1254-wordorderbinned7,apur1254,wordorderbinned7,SVO,wordorderbinned7-svo,,
apur1254-wordordersfirst,apur1254,wordordersfirst,yes,wordordersfirst-yes,,
apur1254-morphmarking,apur1254,morphmarking,yes,morphmarking-yes,,
apur1254-headmarking,apur1254,headmarking,yes,headmarking-yes,,
apur1254-dependentmarking,apur1254,dependentmarking,no,dependentmarking-no,,
arab1268-wordorderbinned5,arab1268,wordorderbinned5,V3,wordorderbinned5-v3,,
arab1268-wordorderso,arab1268,wordorderso,yes,wordorderso-yes,,
arab1268-wordorderbinned7,arab1268,wordorderbinned7,SOV,wordorderbinned7-sov,,
arab1268-wordordersfirst,arab1268,wordordersfirst,yes,wordordersfirst-yes,,
arab1268-morphmarking,arab1268,morphmarking,yes,morphmarking-yes,,
arab1268-headmarking,arab1268,headmarking,yes,headmarking-yes,,
arab1268-dependentmarking,arab1268,dependentmarking,yes,dependentmarking-yes,,
egyp1253-wordorderbinned5,egyp1253,wordorderbinned5,SVO,wordorderbinned5-svo,,
egyp1253-wordorderso,egyp1253,wordorderso,yes,wordorderso-yes,,
egyp1253-wordorderbinned7,egyp1253,wordorderbinned7,SVO,wordorderbinned7-svo,,
egyp1253-wordordersfirst,egyp1253,wordordersfirst,yes,wordordersfirst-yes,,
egyp1253-morphmarking,egyp1253,morphmarking,yes,morphmarking-yes,,
egyp1253-headmarking,egyp1253,headmarking,yes,headmarking-yes,,
egyp1253-dependentmarking,egyp1253,dependentmarking,no,dependentmarking-no,,
arao1248-wordorderbinned5,arao1248,wordorderbinned5,V3,wordorderbinned5-v3,,
arao1248-wordorderso,arao1248,wordorderso,no,wordorderso-no,,
arao1248-wordorderbinned7,arao1248,wordorderbinned7,no dom.,wordorderbinned7-nodom,,
arao1248-wordordersfirst,arao1248,wordordersfirst,no,wordordersfirst-no,,
arao1248-morphmarking,arao1248,morphmarking,yes,morphmarking-yes,,
arao1248-dependentmarking,arao1248,dependentmarking,yes,dependentmarking-yes,,
buki1249-wordorderbinned5,buki1249,wordorderbinned5,SVO,wordorderbinned5-svo,,
buki1249-wordorderso,buki1249,wordorderso,yes,wordorderso-yes,,
buki1249-wordorderbinned7,buki1249,wordorderbinned7,SVO,wordorderbinned7-svo,,
buki1249-wordordersfirst,buki1249,wordordersfirst,yes,wordordersfirst-yes,,
buki1249-morphmarking,buki1249,morphmarking,yes,morphmarking-yes,,
buki1249-headmarking,buki1249,headmarking,yes,headmarking-yes,,
buki1249-dependentmarking,buki1249,dependentmarking,no,dependentmarking-no,,
araw1276-wordorderbinned5,araw1276,wordorderbinned5,SVO,wordorderbinned5-svo,,
araw1276-wordorderso,araw1276,wordorderso,yes,wordorderso-yes,,
araw1276-wordorderbinned7,araw1276,wordorderbinned7,SVO,wordorderbinned7-svo,,
araw1276-wordordersfirst,araw1276,wordordersfirst,yes,wordordersfirst-yes,,
araw1276-morphmarking,araw1276,morphmarking,no,morphmarking-no,,
araw1276-headmarking,araw1276,headmarking,no,headmarking-no,,
araw1276-dependentmarking,araw1276,dependentmarking,no,dependentmarking-no,,
nucl1235-wordorderbinned5,nucl1235,wordorderbinned5,V3,wordorderbinned5-v3,,
nucl1235-wordorderso,nucl1235,wordorderso,yes,wordorderso-yes,,
nucl1235-wordorderbinned7,nucl1235,wordorderbinned7,SOV,wordorderbinned7-sov,,
nucl1235-wordordersfirst,nucl1235,wordordersfirst,yes,wordordersfirst-yes,,
nucl1235-morphmarking,nucl1235,morphmarking,yes,morphmarking-yes,,
nucl1235-headmarking,nucl1235,headmarking,yes,headmarking-yes,,
nucl1235-dependentmarking,nucl1235,dependentmarking,yes,dependentmarking-yes,,
tamn1235-wordorderbinned5,tamn1235,wordorderbinned5,V3,wordorderbinned5-v3,,
tamn1235-wordorderso,tamn1235,wordorderso,yes,wordorderso-yes,,
tamn1235-wordorderbinned7,tamn1235,wordorderbinned7,SOV,wordorderbinned7-sov,,
tamn1235-wordordersfirst,tamn1235,wordordersfirst,yes,wordordersfirst-yes,,
tamn1235-morphmarking,tamn1235,morphmarking,yes,morphmarking-yes,,
tamn1235-headmarking,tamn1235,headmarking,yes,headmarking-yes,,
tamn1235-dependentmarking,tamn1235,dependentmarking,yes,dependentmarking-yes,,
assa1263-wordorderbinned5,assa1263,wordorderbinned5,V3,wordorderbinned5-v3,,
assa1263-wordorderso,assa1263,wordorderso,yes,wordorderso-yes,,
assa1263-wordorderbinned7,assa1263,wordorderbinned7,SOV,wordorderbinned7-sov,,
assa1263-wordordersfirst,assa1263,wordordersfirst,yes,wordordersfirst-yes,,
assa1263-morphmarking,assa1263,morphmarking,yes,morphmarking-yes,,
assa1263-dependentmarking,assa1263,dependentmarking,yes,dependentmarking-yes,,
toca1235-wordorderbinned5,toca1235,wordorderbinned5,OVS,wordorderbinned5-ovs,,
toca1235-wordorderso,toca1235,wordorderso,no,wordorderso-no,,
toca1235-wordorderbinned7,toca1235,wordorderbinned7,OVS,wordorderbinned7-ovs,,
toca1235-wordordersfirst,toca1235,wordordersfirst,no,wordordersfirst-no,,
toca1235-morphmarking,toca1235,morphmarking,yes,morphmarking-yes,,
toca1235-headmarking,toca1235,headmarking,yes,headmarking-yes,,
kunz1244-wordorderbinned5,kunz1244,wordorderbinned5,V3,wordorderbinned5-v3,,
kunz1244-wordorderso,kunz1244,wordorderso,yes,wordorderso-yes,,
kunz1244-wordorderbinned7,kunz1244,wordorderbinned7,SOV,wordorderbinned7-sov,,
kunz1244-wordordersfirst,kunz1244,wordordersfirst,yes,wordordersfirst-yes,,
kunz1244-morphmarking,kunz1244,morphmarking,yes,morphmarking-yes,,
kunz1244-dependentmarking,kunz1244,dependentmarking,yes,dependentmarking-yes,,
atak1252-wordorderbinned5,atak1252,wordorderbinned5,V3,wordorderbinned5-v3,,
atak1252-wordorderso,atak1252,wordorderso,no,wordorderso-no,,
atak1252-wordorderbinned7,atak1252,wordorderbinned7,no dom.,wordorderbinned7-nodom,,
atak1252-wordordersfirst,atak1252,wordordersfirst,no,wordordersfirst-no,,
atak1252-morphmarking,atak1252,morphmarking,yes,morphmarking-yes,,
atak1252-headmarking,atak1252,headmarking,yes,headmarking-yes,,
atak1252-dependentmarking,atak1252,dependentmarking,no,dependentmarking-no,,
atay1247-wordorderbinned5,atay1247,wordorderbinned5,V1,wordorderbinned5-v1,,
atay1247-wordorderso,atay1247,wordorderso,no,wordorderso-no,,
atay1247-wordorderbinned7,atay1247,wordorderbinned7,VOS,wordorderbinned7-vos,,
atay1247-wordordersfirst,atay1247,wordordersfirst,no,wordordersfirst-no,,
atay1247-morphmarking,atay1247,morphmarking,yes,morphmarking-yes,,
atay1247-headmarking,atay1247,headmarking,yes,headmarking-yes,,
atay1247-dependentmarking,atay1247,dependentmarking,yes,dependentmarking-yes,,
atoh1238-wordorderbinned5,atoh1238,wordorderbinned5,V3,wordorderbinned5-v3,,
atoh1238-wordorderso,atoh1238,wordorderso,yes,wordorderso-yes,,
atoh1238-wordorderbinned7,atoh1238,wordorderbinned7,SOV,wordorderbinned7-sov,,
atoh1238-wordordersfirst,atoh1238,wordordersfirst,yes,wordordersfirst-yes,,
atoh1238-morphmarking,atoh1238,morphmarking,yes,morphmarking-yes,,
atoh1238-headmarking,atoh1238,headmarking,yes,headmarking-yes,,
